URL,Filename,Width,Height,Size (bytes),Format,Alt Text,Source Page,Extracted Text
/results/images_1664e730-8dfd-4e27-ac5d-429dacd8836e/front.png,front.png,732,403,106391,png,front.png,Uploaded image: front.png,
