URL,Filename,Width,Height,Size (bytes),Format,Alt Text,Source Page,Extracted Text
"./Vicky Kumar - Freelancer_files/ChatGPT Image Apr 3, 2025, 07_26_54 PM.png","ChatGPT Image Apr 3, 2025, 07_26_54 PM.png",,,,png,,Uploaded HTML file: Vicky Kumar - Freelancer.html,
